,anger,disgust,fear,joy,sadness,file_mp3
0,0.6,0.2,0.4,0.0,0.3,4127owbcvuut.mp3
1,0.7,0.2,0.4,0.0,0.3,zukqitgbcp5a.mp3
2,0.5,0.3,0.7,0.1,0.0,33qw71erp3ya.mp3
3,0.2,0.5,0.4,0.0,0.4,a19f2zodgq0o.mp3
4,0.1,0.0,0.0,0.6,0.1,82jihelc6o4r.mp3
5,0.4,0.2,0.5,0.1,0.0,qemrayobgsa1.mp3
6,1.0,0.0,0.0,0.0,0.2,7bcctvmn2otu.mp3
7,0.3,0.4,0.4,0.0,0.4,u3chexroo4h6.mp3
8,0.5,0.4,0.4,0.1,0.2,3r233jp8vt2f.mp3
9,0.1,0.1,0.1,0.5,0.1,59vwbdqdai7j.mp3
10,0.5,0.2,0.0,0.5,0.0,36p2xqxoz53x.mp3
11,0.4,0.2,0.8,0.1,0.4,2rc0w59l2ii1.mp3
12,0.3,0.0,0.2,0.4,0.3,ygvo82rpgpax.mp3
13,0.3,0.0,0.7,0.0,0.2,hit9pq5s8tj0.mp3
14,0.5,0.1,0.1,0.5,0.3,mucbin9jbdxc.mp3
15,0.2,0.2,0.5,0.0,0.0,42clmlc3kdrd.mp3
16,0.8,0.7,0.4,0.0,0.2,jhy5g8pcjwna.mp3
17,0.1,0.0,0.8,0.5,0.0,7xufa6y15xiw.mp3
18,0.8,0.2,0.4,0.0,0.5,rjsajgupmx4m.mp3
19,0.8,0.4,0.0,0.1,0.3,07b7o4kpt679.mp3
20,0.8,0.4,0.1,0.0,0.3,r1k1kli0zwnw.mp3
21,1.0,0.4,0.1,0.0,0.2,li3vv2uxhvn5.mp3
22,0.9,0.2,0.3,0.0,0.4,ybw6ha3ni6vw.mp3
23,0.3,0.5,0.8,0.0,0.3,08ue46ry2ulg.mp3
24,1.0,0.3,0.4,0.0,0.0,04dxq6tqpvn8.mp3
25,0.5,0.2,0.4,0.1,0.3,c68g3rjxmf7t.mp3
26,0.5,0.0,0.0,0.8,0.4,su0kjq39xg1n.mp3
27,0.4,0.3,0.3,0.0,0.1,rko2dxbw0ehl.mp3
28,0.2,0.8,0.1,0.5,0.0,p2gajfh5y0z8.mp3
29,1.0,0.0,0.5,0.0,0.3,j4jdytzqn6g7.mp3
30,0.7,0.5,0.1,0.3,0.0,j1b4prblif5j.mp3
31,1.0,0.6,0.1,0.0,0.3,64ew2s1ibuoc.mp3
32,0.9,0.6,0.5,0.0,0.2,bh9jp11tz5zj.mp3
33,0.9,0.1,0.0,0.0,0.7,ewjjmj897n1f.mp3
34,0.7,0.7,0.2,0.0,0.1,ho9c8lbq932s.mp3
35,0.6,0.2,0.3,0.2,0.4,vhwquwp678e4.mp3
36,0.6,0.0,1.0,0.0,0.0,mptzy1k4ckbj.mp3
37,1.0,0.3,0.5,0.0,0.4,5536dws8g7me.mp3
38,0.8,0.0,0.1,0.0,0.5,cylddz7u78wo.mp3
39,0.1,0.0,0.1,0.1,0.1,rbl7esfa7p9w.mp3
40,0.8,0.2,0.1,0.1,0.0,655nfurhtfue.mp3
41,0.7,0.6,0.1,0.0,0.5,ydvb4qc3bqrq.mp3
42,1.0,0.9,0.5,0.0,0.1,i0iivr2hy0ez.mp3
43,1.0,0.5,0.1,0.0,0.1,4on7dmw2anok.mp3
44,0.5,0.2,0.1,0.5,0.0,6d1x27zoljdt.mp3
45,0.3,0.5,0.4,0.0,0.3,ip1dh9kqqi6z.mp3
46,0.6,0.1,0.2,0.1,0.4,4a3hufuhkf8u.mp3
47,1.0,0.6,0.2,0.0,0.1,dl3vuahgvfkb.mp3
48,0.1,0.0,0.1,0.5,0.2,718khht8g6au.mp3
49,0.8,0.0,0.1,0.0,0.0,o5d99wiuf2ge.mp3
50,0.6,0.1,0.2,0.1,0.4,y9yrgrmkxa1k.mp3
