,anger,disgust,fear,joy,sadness,file_mp3
0,0.5,0.0,1.0,0.0,0.0,zps0yv5b4mbo.mp3
1,0.0,0.0,0.1,1.0,0.0,v4m25og72ebf.mp3
2,0.3,0.2,0.1,0.3,0.1,et1ekw25hunx.mp3
3,0.0,0.0,0.2,0.9,0.1,ybmlc4r74pfk.mp3
4,0.7,0.1,0.2,0.0,0.2,lnx88cyijio6.mp3
5,0.9,0.1,0.2,0.0,0.3,u7kfp85jmqrg.mp3
6,0.2,0.0,0.5,1.0,0.0,wk7rj6vdpb8w.mp3
7,0.8,0.3,0.1,0.0,0.6,9xtl1459qoko.mp3
8,0.4,0.0,0.1,0.9,0.1,us2sj7fqytkr.mp3
9,0.7,0.2,0.7,0.0,0.4,cjujuajid4p8.mp3
10,0.5,0.1,0.0,0.5,0.1,gdj3gj84ivuh.mp3
11,0.7,0.1,0.2,0.1,0.1,6mc3yr6nqer6.mp3
12,0.8,0.2,0.1,0.0,0.3,7z7794749w7w.mp3
13,0.5,0.0,0.0,0.9,0.1,enmabtucx3vk.mp3
14,0.6,0.0,0.1,0.8,0.1,4em9uag0098q.mp3
15,0.2,0.0,0.0,1.0,0.0,7f6hrucfb217.mp3
16,0.9,0.8,0.5,0.0,0.0,fg01zujo19ce.mp3
17,0.4,0.0,0.0,1.0,0.0,zwbi7jy8quq0.mp3
18,0.8,0.4,0.4,0.0,0.3,vq2jgvu1f01t.mp3
19,0.6,0.0,0.1,0.4,0.4,kyvga5lrqcd9.mp3
20,0.1,0.0,1.0,0.0,0.2,0aybnjp2zew2.mp3
21,0.3,0.4,0.2,0.0,0.1,e5crhu6japus.mp3
22,1.0,0.1,0.0,0.0,0.0,q1o8on6ynmki.mp3
23,1.0,0.2,0.5,0.0,0.0,gm6s1z9dndkd.mp3
24,0.6,0.4,0.5,0.1,0.1,628bo51im7zt.mp3
25,0.9,0.0,0.0,0.2,0.2,tv07wc9wk5r3.mp3
26,0.5,0.0,0.0,1.0,0.0,12xej2qt1w54.mp3
27,0.6,0.3,0.0,0.5,0.1,c149n5h0kmvi.mp3
28,0.6,0.0,0.7,0.2,0.3,0o79vdn173qs.mp3
29,1.0,0.9,0.0,0.0,0.3,y1ppghwjqgof.mp3
30,0.2,0.0,0.2,1.0,0.2,ill5vkharrwg.mp3
31,0.1,0.0,0.1,0.9,0.1,kw9sagukixvt.mp3
32,0.5,0.2,0.4,0.0,0.3,t54knrkutuc4.mp3
33,0.6,0.1,0.1,0.2,0.4,vo0hj4omr01r.mp3
34,0.8,0.1,0.2,0.1,0.3,xmrg1ejmnryt.mp3
35,0.5,0.0,0.1,0.6,0.2,5d2w4oapuzoc.mp3
36,0.7,0.4,0.9,0.0,0.1,v4kjmgxpebjr.mp3
37,0.5,0.5,0.0,0.7,0.0,l70aohi9smfs.mp3
38,0.6,0.0,0.4,0.3,0.1,0n0hcsudw3km.mp3
39,1.0,0.3,0.1,0.0,0.0,30edqaedfvmf.mp3
40,0.0,0.0,0.2,1.0,0.0,c3b6slumk3ii.mp3
41,0.4,0.7,0.5,0.0,0.0,0pczzab9iaxt.mp3
42,1.0,0.4,0.3,0.0,0.1,auq0eacunbsd.mp3
43,0.3,0.1,0.5,0.1,0.2,xrm6ghoyv4b7.mp3
44,0.6,0.2,0.1,0.1,0.4,75j4pq5i8z37.mp3
45,0.7,0.0,0.3,0.4,0.1,ac9ohuq9imfm.mp3
46,1.0,0.5,0.0,0.0,0.0,hznw9yt62kr5.mp3
47,0.5,0.2,0.4,0.5,0.1,1khchjmjzag3.mp3
48,0.5,0.0,0.2,0.5,0.4,1kc2kf1942j7.mp3
49,0.4,0.5,1.0,0.1,0.0,t65bgs14smro.mp3
50,1.0,0.5,0.0,0.0,0.2,ru7jsnsiogl3.mp3
51,0.9,0.1,0.4,0.0,0.1,tzi1kb3wbpjm.mp3
52,0.6,0.2,0.3,0.4,0.0,x890o6hz6ycx.mp3
53,0.8,0.4,0.2,0.1,0.2,xdsbdcgamffs.mp3
54,0.6,0.5,0.1,0.0,0.4,vi63d57eoa3w.mp3
55,0.4,0.1,0.1,0.2,0.0,t0u1musexg7b.mp3
56,0.1,0.1,0.3,0.2,0.4,oab10zd7fjg5.mp3
57,0.6,0.1,0.3,0.0,0.0,566pynznlrhr.mp3
58,0.5,0.1,0.5,0.1,0.0,5kztjl8orbyj.mp3
59,0.3,0.3,0.6,0.0,0.3,cstcnc70isz6.mp3
60,0.7,0.1,0.5,0.0,0.2,kheijycsxrnl.mp3
61,0.8,0.1,0.1,0.0,0.5,iwsvd9a6mrtr.mp3
62,0.4,0.0,0.2,0.8,0.0,v11czt3s460l.mp3
63,0.2,0.1,0.3,0.1,0.7,yheuwr35qlxc.mp3
64,1.0,0.5,0.5,0.0,0.1,rhtbbdifqof5.mp3
65,0.3,0.1,0.0,0.8,0.1,8mfg19pnhjr4.mp3
66,0.9,0.8,0.4,0.0,0.1,is65rbzi15j5.mp3
67,0.7,0.0,0.2,0.0,0.5,o4p8ndl1xkal.mp3
68,0.3,0.3,0.1,0.2,0.2,x3bi7d6khfmj.mp3
69,0.1,0.5,0.8,0.1,0.3,k4b9wml7m1k2.mp3
70,0.4,0.0,0.1,0.9,0.1,zk2sf8hoyj19.mp3
71,0.5,0.5,0.0,0.6,0.0,c3sejso23wzh.mp3
72,0.9,0.0,0.5,0.0,0.3,cq32edal085a.mp3
73,0.3,0.5,0.3,0.1,0.3,blew9wb1upgv.mp3
74,0.5,0.2,0.0,0.5,0.1,4y3u4lebdv3d.mp3
75,0.9,0.8,0.4,0.0,0.1,5y0mxoklwmok.mp3
76,0.6,0.2,0.5,0.0,0.3,r3ansgujzfcd.mp3
77,0.4,0.2,0.5,0.0,0.2,77shjedwam83.mp3
78,0.5,0.5,0.2,0.1,0.2,6mhvzgxkjxj1.mp3
79,0.9,0.1,0.7,0.0,0.2,0up7oo1eb5sw.mp3
80,0.6,0.6,0.6,0.0,0.4,o10pl0hw6p1m.mp3
81,0.1,0.0,0.1,0.9,0.0,gwro2i6kp00s.mp3
82,0.7,0.0,1.0,0.0,0.0,lker6gffxhef.mp3
83,0.7,0.0,0.5,0.0,0.5,p8o0wfj8hupo.mp3
84,0.6,0.8,0.2,0.3,0.1,jrx6dx0x133h.mp3
85,0.9,0.3,0.1,0.0,0.2,sm2waztgbgra.mp3
86,0.7,0.2,0.3,0.0,0.3,e6bf7xugzn6v.mp3
87,0.6,0.0,0.0,0.7,0.0,tn0zw7snpyt2.mp3
88,0.0,0.0,0.0,1.0,0.0,03fej8b54d2u.mp3
89,0.9,0.0,0.2,0.1,0.3,6ou91vlnpb76.mp3
90,0.8,0.2,0.1,0.2,0.1,0uhr8g77c3v5.mp3
91,0.1,0.1,0.1,0.6,0.1,d9gh7xa7pn2e.mp3
92,0.8,0.3,0.1,0.1,0.2,j45yhlm12o06.mp3
93,0.5,0.1,0.1,0.4,0.3,pw80j0534ur7.mp3
94,0.5,0.1,0.1,0.1,0.3,q1i19s38mgf7.mp3
95,1.0,0.0,0.8,0.0,0.0,syotgnt7s637.mp3
96,0.9,0.0,0.1,0.1,0.3,6721j35n7a6v.mp3
